type,epoch,loss,loss_lora,rel_change,lr
train,1,2.5177602324524337,3.7616344378643602,0.49403997623726315,2.9919137466307274e-05
val,1,2.7949505127393284,2.4874627865277805,-0.11001544564385844,2.9919137466307274e-05
train,2,2.5317328464631443,2.2300850609242113,-0.11914676778015419,5.991913746630727e-05
val,2,2.807078074186276,2.407934619830205,-0.14219178940071908,5.991913746630727e-05
train,3,2.5774853162045748,2.2145884033804633,-0.14079494868218617,8.991913746630726e-05
val,3,2.790940834925725,2.3611252185625906,-0.1540038437878863,8.991913746630726e-05
train,4,2.5633302017684896,2.1776774716827103,-0.1504498834444779,0.00011991913746630727
val,4,2.8107777344874845,2.3556446540050016,-0.16192425139068195,0.00011991913746630727
train,5,2.531929283450556,2.1363792637930406,-0.1562247501314306,0.00014991913746630726
val,5,2.7990905321561375,2.3192567213987694,-0.1714248986393993,0.00014991913746630726
train,6,2.570243135616786,2.1557761954490067,-0.16125592727954852,0.00017991913746630728
val,6,2.8029498350925937,2.3107088926510935,-0.17561532364179444,0.00017991913746630728
train,7,2.5618464101678278,2.145410029714641,-0.16255321895972125,0.00020991913746630725
val,7,2.817028760910034,2.3087964210754786,-0.18041432408747307,0.00020991913746630725
train,8,2.5260664648765503,2.109446999840338,-0.16492814849848886,0.00023991913746630725
val,8,2.7871573521540713,2.301348918523544,-0.17430247820599992,0.00023991913746630725
train,9,2.554395326064282,2.1309728583878265,-0.1657623091288886,0.00026991913746630725
val,9,2.7844139826603427,2.3023627751912827,-0.1731248336170502,0.00026991913746630725
train,10,2.543151097798926,2.1165681058827115,-0.16773796581941908,0.0002999191374663072
val,10,2.7856628619707546,2.293967210329496,-0.1765093896873802,0.0002999191374663072
train,11,2.5357449401742365,2.1113468887349667,-0.16736622233390258,0.0002999182043388158
val,11,2.7898104710456653,2.288561102671501,-0.17967147717611365,0.0002999182043388158
train,12,2.5342980735706835,2.108329566019886,-0.16808145497685353,0.00029967203222574607
val,12,2.7858594289192786,2.2913172367291574,-0.17751871722471277,0.00029967203222574607
train,13,2.532531210675715,2.101226425556481,-0.17030581234343634,0.0002992617829860455
val,13,2.8050393599730272,2.298992918087886,-0.18040618221129254,0.0002992617829860455
train,14,2.52562635767492,2.091546333703712,-0.17187024622708644,0.0002986879564452187
val,14,2.8187429201908603,2.3057097441110854,-0.1820077923406498,0.0002986879564452187
train,15,2.5842880338350076,2.1414689121220634,-0.17135052901042677,0.00029795125172251444
val,15,2.7971306152832813,2.289445088459895,-0.18150225951174254,0.00029795125172251444
train,16,2.520901354496691,2.083959716670918,-0.1733275429625093,0.00029705256637915664
val,16,2.784082904840127,2.271030618594243,-0.18428053466150118,0.00029705256637915664
train,17,2.5604613441020008,2.113204287711501,-0.174678308430921,0.00029599299532480437
val,17,2.803500438347841,2.2816279790340324,-0.18615030416095044,0.00029599299532480437
train,18,2.5608754967743494,2.116839781604366,-0.17339215269515684,0.00029477382948357294
val,18,2.8145151077172694,2.294489554869823,-0.18476559298671397,0.00029477382948357294
train,19,2.566215975586616,2.117315154833935,-0.17492713981334557,0.00029339655422124173
val,19,2.7898692045456324,2.267377483539092,-0.1872817980696823,0.00029339655422124173
train,20,2.5716898926506144,2.119241420149482,-0.175934304440882,0.00029186284753556494
val,20,2.7893062432607016,2.2724232459679627,-0.18530880162104474,0.00029186284753556494
train,21,2.54085131282755,2.092394264881823,-0.17649873712864694,0.00029017457801188963
val,21,2.8095919352311354,2.273702233265608,-0.19073577740798922,0.00029017457801188963
train,22,2.5864219360274445,2.1269204388410254,-0.17765914013711925,0.0002883338025465725
val,22,2.8036669125923743,2.2780703122799215,-0.18746756183902985,0.0002883338025465725
train,23,2.5322867705815564,2.084311219238528,-0.17690553714030896,0.00028634276384096826
val,23,2.8224239899561954,2.292161531937428,-0.18787484088349077,0.00028634276384096826
train,24,2.5200494392862858,2.070228554810475,-0.17849684909483618,0.00028420388766904365
val,24,2.8168389674944754,2.3013846904803543,-0.1829903246022643,0.00028420388766904365
train,25,2.5735876271024227,2.1149913718436926,-0.17819337116376302,0.0002819197799219456
val,25,2.8082714814406176,2.278515711808816,-0.1886412240172883,0.0002819197799219456
train,26,2.5118256624175532,2.0598670947905178,-0.1799322995975921,0.0002794932234331241
val,26,2.7929381346091247,2.270525262906001,-0.1870477778328004,0.0002794932234331241
train,27,2.5581015769362128,2.0964014604085217,-0.1804854508868487,0.00027692717458787844
val,27,2.780756268745814,2.2578579920988817,-0.18804175055686254,0.00027692717458787844
train,28,2.543546418938033,2.088846272535401,-0.17876620729904963,0.00027422475972145696
val,28,2.780349386044038,2.2549129327138266,-0.18898216748141047,0.00027422475972145696
train,29,2.548023145796475,2.0892107377476448,-0.18006602836624241,0.00027138927131009936
val,29,2.8035145845168676,2.278339664141337,-0.18732733664948442,0.00027138927131009936
train,30,2.5183652665094547,2.0633893742394256,-0.18066318588512068,0.0002684241639596613
val,30,2.830231635998457,2.301871039928534,-0.18668457710300676,0.0002684241639596613
train,31,2.548020693812409,2.086635685352624,-0.18107584823789247,0.0002653330501967096
val,31,2.811122790361062,2.2792922808573794,-0.18918793278161072,0.0002653330501967096
train,32,2.5313660818932835,2.0715260826995108,-0.1816568541717383,0.00026211969606721483
val,32,2.8103543367141333,2.277823885281881,-0.18948872192923796,0.00026211969606721483
train,33,2.570054832173165,2.1050632896449044,-0.18092670113776402,0.0002587880165482045
val,33,2.8106062565094385,2.2893565556941886,-0.18545810164907367,0.0002587880165482045
train,34,2.5520299817673924,2.0880274547720856,-0.18181703597148366,0.00025534207077796653
val,34,2.7831395192024035,2.2581928693331204,-0.18861672088207895,0.00025534207077796653
train,35,2.544525580264809,2.0808151622988142,-0.1822384579516533,0.0002517860571106149
val,35,2.803806097079546,2.266377968665881,-0.19167806538884832,0.0002517860571106149
train,36,2.555049943152785,2.090118990111544,-0.18196550493550948,0.0002481243080010413
val,36,2.7923829158147178,2.2591352676733947,-0.19096508760358907,0.0002481243080010413
train,37,2.5718880933571375,2.1017574968363717,-0.18279589914314462,0.00024436128472648643
val,37,2.8126815129549074,2.2703283841793356,-0.19282422353101547,0.00024436128472648643
train,38,2.583350149447706,2.1099602115764773,-0.18324652504904715,0.00024050157195116108
val,38,2.799843219610361,2.272918004256028,-0.1881981146886011,0.00024050157195116108
train,39,2.5687273062785683,2.097322589946243,-0.18351683932354446,0.00023654987214053892
val,39,2.7975282791333322,2.261375998839354,-0.19165213960234817,0.00023654987214053892
train,40,2.5497386086019223,2.0836146738972627,-0.18281243933480912,0.00023251099983212636
val,40,2.7800690547013893,2.2532914724105444,-0.18948363221410225,0.00023251099983212636
train,41,2.5239375370210713,2.0603555090665173,-0.1836741286797874,0.0002283898757696907
val,41,2.8039741118748984,2.268577202772483,-0.19094217269517455,0.0002283898757696907
train,42,2.5504896518676428,2.0782246512544122,-0.18516640530864567,0.00022419152090809148
val,42,2.81890279513139,2.2807974754235683,-0.19089176137509933,0.00022419152090809148
train,43,2.554216575429767,2.0828343671608485,-0.18455060264010892,0.0002199210502960206
val,43,2.797732811707717,2.2652276754379272,-0.19033452159598907,0.0002199210502960206
train,44,2.565413840054823,2.091661957717649,-0.18466879492902788,0.00021558366684410325
val,44,2.773982582948147,2.2473008938324757,-0.18986481470836122,0.00021558366684410325
train,45,2.5428830182777262,2.071311819906826,-0.18544746061118117,0.00021118465498595293
val,45,2.8052474474295592,2.26948413787744,-0.19098611427061016,0.00021118465498595293
train,46,2.5518092578954774,2.079796806821283,-0.1849716821951933,0.00020672937423990293
val,46,2.808899414845002,2.261977406648489,-0.19471042832863164,0.00020672937423990293
train,47,2.5346687058554185,2.064162801860799,-0.18562816627975434,0.00020222325267925896
val,47,2.803009574229901,2.265291745846088,-0.19183588715766178,0.00020222325267925896
train,48,2.5482597720590885,2.0756488559702335,-0.18546418276146462,0.00019767178031902786
val,48,2.8057297254220033,2.2641151593281674,-0.19303875251646802,0.00019767178031902786
train,49,2.509842907964701,2.042260727792416,-0.186299381004471,0.00019308050242717995
val,49,2.781457842924656,2.249371424699441,-0.1912976749148695,0.00019308050242717995
train,50,2.526805052860085,2.0584347868222754,-0.18536066544099333,0.00018845501276859437
val,50,2.795348347761692,2.259871009068611,-0.19156014638456473,0.00018845501276859437
train,51,2.566576892796231,2.0899910467332905,-0.18568929199066794,0.00018380094678991797
val,51,2.801995494426825,2.261181015234727,-0.19301047423801332,0.00018380094678991797
train,52,2.5528588645220447,2.0747687132210744,-0.18727637392930457,0.0001791239747536419
val,52,2.7873038939940624,2.241415384488228,-0.19584822117246947,0.0001791239747536419
train,53,2.526519973965668,2.0536073279188005,-0.1871794606494149,0.0001744297948297601
val,53,2.8097802125490627,2.267636613968091,-0.1929487566890982,0.0001744297948297601
train,54,2.5270517029852235,2.0528156824831694,-0.18766375849842562,0.0001697241261534267
