type,epoch,loss,loss_lora,rel_change,lr
train,1,4.655663364920123,4.238838179358121,-0.08953078281018582,2.9741379310344824e-05
val,1,4.743312483742123,4.024526175998506,-0.15153678156505254,2.9741379310344824e-05
train,2,4.610373455902626,3.929569760273243,-0.14766779787822942,5.974137931034483e-05
val,2,4.665354308627901,3.87372156551906,-0.1696833060770604,5.974137931034483e-05
train,3,4.606070154699786,3.8393132871594924,-0.16646660641022507,8.974137931034482e-05
val,3,4.678697097869146,3.769515866325015,-0.19432359319824452,8.974137931034482e-05
train,4,4.582917945138339,3.7622262794395973,-0.17907622949464977,0.00011974137931034483
val,4,4.732020991189139,3.7536231109074185,-0.20676110315306376,0.00011974137931034483
train,5,4.637224226162352,3.7627927887028663,-0.18856785758301417,0.00014974137931034483
val,5,4.729361795243763,3.697067135856265,-0.218273565034855,0.00014974137931034483
train,6,4.656143424839809,3.7294481232248504,-0.19902636518264913,0.00017974137931034482
val,6,4.704547541482108,3.647474833897182,-0.2246916835815222,0.00017974137931034482
train,7,4.654091906958613,3.706941481294303,-0.20350917957768916,0.00020974137931034482
val,7,4.725561652864728,3.6378483091081892,-0.23017652157752422,0.00020974137931034482
train,8,4.584814478611124,3.6214991910704253,-0.2101099819926662,0.0002397413793103448
val,8,4.716407912118094,3.589340391613188,-0.23896735428864777,0.0002397413793103448
train,9,4.680327275703693,3.6787337393596253,-0.21400074767068009,0.0002697413793103448
val,9,4.73422588620867,3.5743395487467446,-0.2450002102436228,0.0002697413793103448
train,10,4.7440493743995145,3.730682909488678,-0.21360790854734832,0.0002997413793103448
val,10,4.714635145096552,3.561293885821388,-0.2446300135175242,0.0002997413793103448
train,11,4.6065374756681505,3.58677228771407,-0.22137347049503153,0.0002999191732976625
val,11,4.719998098555065,3.552093358266921,-0.24743754465614615,0.0002999191732976625
train,12,4.592215392096289,3.5402741514403244,-0.2290705358608553,0.0002996739744776372
val,12,4.738827659970238,3.5278924192701067,-0.25553477095804256,0.0002996739744776372
train,13,4.7460059338602525,3.6668059784790565,-0.22739119386296439,0.00029926469616464626
val,13,4.704373632158552,3.5117397762480236,-0.2535159724044497,0.00029926469616464626
train,14,4.650426093874307,3.5655221939086914,-0.23329128945725777,0.0002986918370012697
val,14,4.682455358051119,3.4774098169235956,-0.25735334327438714,0.0002986918370012697
train,15,4.665035140925441,3.5647000279919854,-0.23586855826238706,0.0002979560949281559
val,15,4.693191721325829,3.4409565812065486,-0.2668195152627439,0.0002979560949281559
train,16,4.622946363070915,3.5154401557198884,-0.23956717650847595,0.00029705836633368854
val,16,4.677355073747181,3.4338924090067544,-0.26584739561887666,0.00029705836633368854
train,17,4.618798997895471,3.49191263831895,-0.24397822033173136,0.0002959997449618755
val,17,4.709951366697039,3.4285988126482283,-0.27205218361891254,0.0002959997449618755
train,18,4.655032624458444,3.5240988793044257,-0.2429486184934287,0.0002947815205797902
val,18,4.695134344555083,3.425198816117786,-0.27047906092613355,0.0002947815205797902
train,19,4.614575860829189,3.481565461076539,-0.24552861062924647,0.00029340517740618913
val,19,4.663741634005592,3.4007340385800315,-0.2708142291194611,0.00029340517740618913
train,20,4.633292477706383,3.481940731920045,-0.24849537371668176,0.00029187239230321995
val,20,4.687610512688046,3.402536233266195,-0.2741427164103152,0.00029187239230321995
train,21,4.673163009100947,3.5390632440303933,-0.2426835449270449,0.0002901850327334231
val,21,4.694328603290376,3.4318474474407377,-0.26893753346639027,0.0002901850327334231
