type,epoch,loss,loss_lora,rel_change,lr
train,1,4.592336946520312,4.219733047074285,-0.08113601065974822,2.9741379310344824e-05
val,1,4.743312483742123,3.9098873933156333,-0.1757052889269018,2.9741379310344824e-05
train,2,4.674145283370183,3.8325626644594917,-0.18005059061918752,5.974137931034483e-05
val,2,4.665354308627901,3.610542206537156,-0.22609474700346377,5.974137931034483e-05
train,3,4.6177892664383196,3.5364685531320244,-0.23416415321618023,8.974137931034482e-05
val,3,4.678697097869146,3.3672169844309487,-0.28030883085709796,8.974137931034482e-05
train,4,4.631553841048274,3.401684621284748,-0.2655413845918211,0.00011974137931034483
val,4,4.732020991189139,3.312633673350016,-0.2999537238913296,0.00011974137931034483
train,5,4.610137215976057,3.302236955741356,-0.28370093968185567,0.00014974137931034483
val,5,4.729361795243763,3.2411976201193675,-0.3146649039667501,0.00014974137931034483
train,6,4.702921369980121,3.3367692396558564,-0.2904901066483362,0.00017974137931034482
val,6,4.704547541482108,3.1949821086156938,-0.320873669477436,0.00017974137931034482
train,7,4.719296915777798,3.3348891200690436,-0.2933504334258628,0.00020974137931034482
val,7,4.725561652864728,3.2465308961414157,-0.31298517834947626,0.00020974137931034482
train,8,4.700065960144174,3.3159937653048286,-0.2944793129662566,0.0002397413793103448
val,8,4.716407912118094,3.176083655584426,-0.3265884302704265,0.0002397413793103448
train,9,4.602184400476259,3.229265307557994,-0.29831900972420566,0.0002697413793103448
val,9,4.73422588620867,3.1533450058528354,-0.33392595080034476,0.0002697413793103448
train,10,4.625763352574973,3.2597251390588693,-0.2953108729082922,0.0002997413793103448
val,10,4.714635145096552,3.1402359235854376,-0.3339387191283647,0.0002997413793103448
train,11,4.6245145304449675,3.237229230075047,-0.2999850668079611,0.0002999191732976625
val,11,4.719998098555065,3.1537054720379056,-0.33184179184238427,0.0002999191732976625
train,12,4.6424485650555845,3.222204703709175,-0.30592559970115785,0.0002996739744776372
val,12,4.738827659970238,3.11976002511524,-0.34165995284689604,0.0002996739744776372
train,13,4.583342554240391,3.197359253620279,-0.30239574812880526,0.00029926469616464626
val,13,4.704373632158552,3.125329994020008,-0.3356543849630448,0.00029926469616464626
train,14,4.658267335645084,3.2167211277731536,-0.30945974200347237,0.0002986918370012697
val,14,4.682455358051119,3.1007202239263627,-0.3378003660846622,0.0002986918370012697
train,15,4.58059365173866,3.142145027374399,-0.3140310478791909,0.0002979560949281559
val,15,4.693191721325829,3.0690593946547735,-0.34606136358994455,0.0002979560949281559
train,16,4.667087766630896,3.1907819262866317,-0.3163227078992749,0.00029705836633368854
val,16,4.677355073747181,3.0862760884421214,-0.3401663889567389,0.00029705836633368854
train,17,4.579808903151545,3.12229847085887,-0.31824699744343166,0.0002959997449618755
val,17,4.709951366697039,3.075911805743263,-0.3469334253656389,0.0002959997449618755
train,18,4.6374538581946805,3.165613963686187,-0.31738103267758827,0.0002947815205797902
val,18,4.695134344555083,3.037347748166039,-0.35308608332189007,0.0002947815205797902
train,19,4.618720492412304,3.13017201423645,-0.3222858972785345,0.00029340517740618913
val,19,4.663741634005592,3.04738450050354,-0.34657947638359976,0.00029340517740618913
train,20,4.634154073123274,3.1473728438903548,-0.3208312036614863,0.00029187239230321995
val,20,4.687610512688046,3.0373324439639138,-0.3520510213588123,0.00029187239230321995
train,21,4.605652987957001,3.122577414430421,-0.3220120094598031,0.0002901850327334231
val,21,4.694328603290376,3.0589428629193987,-0.3483747897888302,0.0002901850327334231
train,22,4.625408088338786,3.128268400142933,-0.3236773187581705,0.00028834515448451667
val,22,4.716802029382615,3.061104115985689,-0.35102128583794756,0.00028834515448451667
train,23,4.639520225853755,3.1244055320476662,-0.3265671060906477,0.0002863549991647354
val,23,4.736886206127348,3.0837326731000627,-0.34899582997980116,0.0002863549991647354
train,24,4.621444352741899,3.1053500894842476,-0.32805637102568463,0.00028421699147177643
val,24,4.686187846320016,3.038397857121059,-0.35162696059931503,0.00028421699147177643
train,25,4.656567032994895,3.1364023048302223,-0.32645610326089747,0.00028193373623867885
val,25,4.698587451662336,3.0217726911817278,-0.35687635437909315,0.00028193373623867885
train,26,4.677042673374045,3.132642256802526,-0.3302087503634812,0.00027950801526023576
val,26,4.659753356661115,2.9930155390784856,-0.3576879911894969,0.00027950801526023576
train,27,4.6521954906397855,3.112452315873113,-0.3309712968564272,0.0002769427839038056
val,27,4.710988112858364,3.0241120542798723,-0.3580726629248465,0.0002769427839038056
train,28,4.6035695815908495,3.076508889938223,-0.33171230815304026,0.00027424116750865267
val,28,4.682954527082897,2.991542713982718,-0.3611847613121693,0.00027424116750865267
train,29,4.572823894434962,3.0434477740320665,-0.3344489435213363,0.0002714064575782023
val,29,4.691661278406779,3.014556430634998,-0.3574650317341967,0.0002714064575782023
train,30,4.643941815557151,3.096589335079851,-0.33319807653353606,0.0002684421077698511
val,30,4.747659842173259,3.0435073716299876,-0.3589457811204918,0.0002684421077698511
train,31,4.729448807650599,3.15018112700561,-0.33392214291235905,0.00026535172968721765
val,31,4.768792470296224,3.034489404587519,-0.36367761367501383,0.00026535172968721765
