type,epoch,loss,loss_lora,rel_change,lr
train,1,4.584207382695428,4.72685897144778,0.03111804873637177,2.9741379310344824e-05
val,1,4.743312483742123,3.9255126998538064,-0.17241111284389454,2.9741379310344824e-05
train,2,4.618464940580829,3.7116750190997947,-0.19634011151917374,5.974137931034483e-05
val,2,4.665354308627901,3.4772341591971263,-0.2546687927288861,5.974137931034483e-05
train,3,4.639697440739336,3.448335865448261,-0.2567757036978754,8.974137931034482e-05
val,3,4.678697097869146,3.2894536427089145,-0.29692955669067467,8.974137931034482e-05
train,4,4.64439077418426,3.3232572078704834,-0.28445788275553113,0.00011974137931034483
val,4,4.732020991189139,3.279604060309274,-0.3069337464022699,0.00011974137931034483
train,5,4.607783543652501,3.2449010014533997,-0.2957783344828674,0.00014974137931034483
val,5,4.729361795243763,3.1958641778855097,-0.3242504345724756,0.00014974137931034483
train,6,4.603749912360619,3.201480912751165,-0.3045927833404891,0.00017974137931034482
val,6,4.704547541482108,3.156260365531558,-0.3291043745011835,0.00017974137931034482
train,7,4.649160763313031,3.226869217280684,-0.3059243632218065,0.00020974137931034482
val,7,4.725561652864728,3.215812149501982,-0.31948572768011746,0.00020974137931034482
train,8,4.593757253268669,3.205337512082067,-0.3022405548744827,0.0002397413793103448
val,8,4.716407912118094,3.1647687071845647,-0.3289874908713532,0.0002397413793103448
train,9,4.668661321031636,3.2489712197205116,-0.3040893317567561,0.0002697413793103448
val,9,4.73422588620867,3.1039759318033853,-0.34435407046258304,0.0002697413793103448
train,10,4.655312618304944,3.259606332614504,-0.2998093576363585,0.0002997413793103448
val,10,4.714635145096552,3.1228676523481096,-0.3376226248183717,0.0002997413793103448
train,11,4.620417268111788,3.2108293442890563,-0.30507805724628495,0.0002999191732976625
val,11,4.719998098555065,3.1191046010880243,-0.33917248779340037,0.0002999191732976625
train,12,4.685392118733505,3.2200771159139174,-0.312741167801271,0.0002996739744776372
val,12,4.738827659970238,3.1494945003872825,-0.3353853048947843,0.0002996739744776372
train,13,4.61345019833795,3.1955451102092347,-0.307341583234069,0.00029926469616464626
val,13,4.704373632158552,3.1325461750938777,-0.33412045470194884,0.00029926469616464626
train,14,4.599887223079286,3.1396229452100295,-0.31745653905221555,0.0002986918370012697
val,14,4.682455358051119,3.0715643905457997,-0.34402697822532724,0.0002986918370012697
train,15,4.689806654535491,3.181237718154644,-0.32166975048361884,0.0002979560949281559
val,15,4.693191721325829,3.048016287031628,-0.35054511555931883,0.0002979560949281559
train,16,4.581224710776888,3.1127266082270393,-0.3205470578850561,0.00029705836633368854
val,16,4.677355073747181,3.0472493398757208,-0.34851015331738106,0.00029705836633368854
train,17,4.620723101599463,3.1115324620542855,-0.3266135205164688,0.0002959997449618755
val,17,4.709951366697039,3.0298650605337962,-0.35670990533845826,0.0002959997449618755
train,18,4.59211109835526,3.0893660023294647,-0.3272449345931609,0.0002947815205797902
val,18,4.695134344555083,3.0205510343824113,-0.3566635557754966,0.0002947815205797902
train,19,4.630430536023502,3.1092298750219673,-0.3285225097681529,0.00029340517740618913
val,19,4.663741634005592,3.0104917003994895,-0.3544900346861968,0.00029340517740618913
train,20,4.642141091412511,3.1130427430415977,-0.3293950610849786,0.00029187239230321995
val,20,4.687610512688046,3.006866897855486,-0.35855018463740934,0.00029187239230321995
train,21,4.62965438283723,3.1059666234871437,-0.3291147963438929,0.0002901850327334231
val,21,4.694328603290376,3.0237121127900624,-0.3558797501583796,0.0002901850327334231
train,22,4.601786987534885,3.0809501635617225,-0.3304883142337395,0.00028834515448451667
val,22,4.716802029382615,3.0284136136372886,-0.35795193549098786,0.00028834515448451667
train,23,4.704359151166061,3.1485004486708807,-0.33072702412814986,0.0002863549991647354
val,23,4.736886206127348,3.0384460176740373,-0.3585562571159746,0.0002863549991647354
train,24,4.543083131313324,3.0166565138718178,-0.33598914510733235,0.00028421699147177643
val,24,4.686187846320016,2.9919787588573636,-0.36153247437425845,0.00028421699147177643
train,25,4.63540067138343,3.0727169225955833,-0.3371194551605969,0.00028193373623867885
val,25,4.698587451662336,2.977927775610061,-0.36620786433239944,0.00028193373623867885
train,26,4.596821817858466,3.0424150516246926,-0.33814814404921373,0.00027950801526023576
val,26,4.659753356661115,2.9626871404193698,-0.3641965757298699,0.00027950801526023576
train,27,4.657485394642271,3.072618700306991,-0.34028377118657815,0.0002769427839038056
val,27,4.710988112858364,2.980387415204729,-0.3673540786337504,0.0002769427839038056
train,28,4.638441546209927,3.056194924075028,-0.3411159990638997,0.00027424116750865267
val,28,4.682954527082897,2.9633778731028237,-0.36719909280247287,0.00027424116750865267
train,29,4.597638886550377,3.0149828318891854,-0.34423235354368237,0.0002714064575782023
val,29,4.691661278406779,2.9725845541272844,-0.36641109028724866,0.0002714064575782023
train,30,4.662158240532053,3.0672526667857993,-0.3420959760396808,0.0002684421077698511
val,30,4.747659842173259,3.0131011576879594,-0.36535024457255527,0.0002684421077698511
train,31,4.645263375907109,3.0434112117208283,-0.3448355958661821,0.00026535172968721765
val,31,4.768792470296224,2.9927868048350015,-0.3724225108397099,0.00026535172968721765
train,32,4.652028778503681,3.040713873402826,-0.34636821520677097,0.00026213908847995925
val,32,4.683516933804467,2.9488827160426547,-0.3703700108868298,0.00026213908847995925
train,33,4.647429474468889,3.0450189586343437,-0.34479501510190635,0.0002588080982565175
val,33,4.676762104034424,2.944884175346011,-0.3703155923185408,0.0002588080982565175
train,34,4.596257635231676,2.99936764815758,-0.3474326536514101,0.00025536281731538
val,34,4.675996269498553,2.929076603480748,-0.37359304099811486,0.00025536281731538
train,35,4.652459822852036,3.025226790329506,-0.3497575679277997,0.0002518074432006687
val,35,4.6848790645599365,2.959732941218785,-0.368237066436036,0.0002518074432006687
train,36,4.653942286968231,3.0457145140088837,-0.3455624659254236,0.0002481463075880789
val,36,4.700587681361607,2.958845887865339,-0.3705370288916176,0.0002481463075880789
train,37,4.637691882149927,3.0295103500629295,-0.34676334110869855,0.00024438387100739987
val,37,4.703663508097331,2.9563619749886647,-0.3714767287457311,0.00024438387100739987
train,38,4.691712513052184,3.043180188228344,-0.3513711294623614,0.00024052471740804623
val,38,4.719102723257882,2.9645293326604936,-0.3718023305468758,0.00024052471740804623
train,39,4.663138118283502,3.045257128518203,-0.3469511193378162,0.00023657354857422181
val,39,4.688920009703863,2.9346847761245,-0.3741235145724217,0.00023657354857422181
train,40,4.582595584721401,2.9723303482450287,-0.35138715749761457,0.00023253517839651967
val,40,4.6670045625595815,2.864154724847703,-0.38629699490225483,0.00023253517839651967
train,41,4.573003600383627,2.9514597798215934,-0.3545905409796754,0.0002284145270069381
val,41,4.689651546024141,2.9009483655293784,-0.38141494372033136,0.0002284145270069381
train,42,4.671582489178099,3.016569164292566,-0.3542725251495473,0.00022421661478445765
val,42,4.658002319790068,2.8975453830900646,-0.37794247744800297,0.00022421661478445765
train,43,4.617050261333071,2.96464086812118,-0.35789287525208663,0.00021994655623848255
val,43,4.711623736790249,2.936171781449091,-0.3768237988695312,0.00021994655623848255
train,44,4.6227402337666215,2.9807636367863624,-0.3551955147698992,0.00021560955377759902
val,44,4.714133398873465,2.9107094265165783,-0.3825568391399044,0.00021560955377759902
train,45,4.675162319479318,3.0146787125488808,-0.3551713274236366,0.0002112108913712416
val,45,4.717776786713373,2.8889718169257756,-0.38764126673776567,0.0002112108913712416
train,46,4.721107686388081,3.0367063694986802,-0.3567809566695279,0.0002067559281119905
val,46,4.708608979270572,2.9067693097250804,-0.38266920814151384,0.0002067559281119905
train,47,4.596720344033734,2.9502248866804717,-0.3581891727414556,0.00020225009168634256
val,47,4.671255531765166,2.908699875786191,-0.3773194688223239,0.00020225009168634256
train,48,4.63430503524583,2.9850743227991563,-0.3558744406990009,0.00019769887176191158
val,48,4.756646383376348,2.921243883314587,-0.3858606152595606,0.00019769887176191158
train,49,4.6293167204692445,2.979950559550318,-0.35628717163074997,0.0001931078132991138
val,49,4.718416100456601,2.879624843597412,-0.38970519295262007,0.0001931078132991138
train,50,4.6893991458004916,3.007896865236348,-0.35857520937836634,0.00018848250979548774
val,50,4.727163076400757,2.883993636994135,-0.3899102716824408,0.00018848250979548774
train,51,4.644758654051814,2.976053905898127,-0.35926619065513926,0.0001838285964708792
val,51,4.759974740800404,2.9232102008092973,-0.38587695103656144,0.0001838285964708792
train,52,4.563488101137096,2.908082499586303,-0.36275006417532046,0.00017915174340179388
val,52,4.670766864504133,2.825801338468279,-0.3950027007463843,0.00017915174340179388
train,53,4.655302756819232,2.972453242745893,-0.3614908851219717,0.0001744576486132824
val,53,4.674408038457234,2.8710910025097074,-0.38578511356118217,0.0001744576486132824
train,54,4.608937896531204,2.933332441181972,-0.36355565923557626,0.00016975203113677476
val,54,4.658295881180536,2.7838443233853294,-0.4023899738460089,0.00016975203113677476
train,55,4.630583423992683,2.956038269503363,-0.3616272510744353,0.00016504062404232121
val,55,4.711923428944179,2.86561994325547,-0.3918364789944005,0.00016504062404232121
train,56,4.571991834147223,2.9079119398676117,-0.3639726304519962,0.00016032916745372975
val,56,4.6830638363247825,2.8541262490408763,-0.3905429546139257,0.00016032916745372975
train,57,4.693919693601543,2.9891605952690385,-0.3631845471613681,0.00015562340155510937
val,57,4.674621706917172,2.8330434958140054,-0.39395235092031733,0.00015562340155510937
train,58,4.654261266363078,2.9597697689615448,-0.3640731365142376,0.00015092905959733982
val,58,4.6491038004557295,2.8208914484296526,-0.3932397361932134,0.00015092905959733982
train,59,4.6220890961844345,2.9242650517101945,-0.3673282814638526,0.00014625186091298862
val,59,4.691166230610439,2.836731274922689,-0.3953036120500981,0.00014625186091298862
train,60,4.5348393752657135,2.8642854217825264,-0.3683821664323674,0.00014159750394818557
val,60,4.729821216492426,2.8494170166197277,-0.3975634836504839,0.00014159750394818557
train,61,4.67870007301199,2.9859091269558875,-0.3618079636736237,0.0001369716593199435
