type,epoch,loss,loss_lora,rel_change,lr
train,1,4.669094897549728,4.759578454083409,0.019379249837300515,2.9741379310344824e-05
val,1,4.743312483742123,4.107763789948963,-0.1339883669843651,2.9741379310344824e-05
train,2,4.588454930946745,3.928252203711148,-0.14388345034902109,5.974137931034483e-05
val,2,4.665354308627901,3.8994612239655995,-0.16416611343877835,5.974137931034483e-05
train,3,4.631058444236887,3.842337906360626,-0.17031107410397348,8.974137931034482e-05
val,3,4.678697097869146,3.7135348320007324,-0.2062886837252159,8.974137931034482e-05
train,4,4.613988872232108,3.707505166530609,-0.19646421584518678,0.00011974137931034483
val,4,4.732020991189139,3.631178469884963,-0.23263686347839685,0.00011974137931034483
train,5,4.6460813777200105,3.648584480943351,-0.21469638942617167,0.00014974137931034483
val,5,4.729361795243763,3.5851409208206904,-0.24193980582618904,0.00014974137931034483
train,6,4.599283016961197,3.5661600766510797,-0.2246269552232761,0.00017974137931034482
val,6,4.704547541482108,3.5309880574544272,-0.24945214681749514,0.00017974137931034482
train,7,4.6385536317167615,3.568004402621039,-0.2307937590234361,0.00020974137931034482
val,7,4.725561652864728,3.513901506151472,-0.25640553138878724,0.00020974137931034482
train,8,4.639188519839583,3.533048259800878,-0.23843399665874188,0.0002397413793103448
val,8,4.716407912118094,3.4521697135198686,-0.2680510723743715,0.0002397413793103448
train,9,4.701037141783484,3.551659477168116,-0.2444944870568106,0.0002697413793103448
val,9,4.73422588620867,3.418435494105021,-0.27793147680948094,0.0002697413793103448
train,10,4.616355392439612,3.4757951600798247,-0.24706941632520926,0.0002997413793103448
val,10,4.714635145096552,3.3922059535980225,-0.2804944923201363,0.0002997413793103448
train,11,4.630365825932602,3.462870879419919,-0.2521388137356378,0.0002999191732976625
val,11,4.719998098555065,3.390098492304484,-0.28175850466077595,0.0002999191732976625
train,12,4.5409942515965165,3.3605273324867775,-0.25995780961288645,0.0002996739744776372
val,12,4.738827659970238,3.362126554761614,-0.2905151239910823,0.0002996739744776372
train,13,4.62422651874608,3.411479612876629,-0.2622594072658671,0.00029926469616464626
val,13,4.704373632158552,3.3656941709064303,-0.28456061655074844,0.00029926469616464626
train,14,4.73320937773277,3.4987751060518724,-0.2608028027427338,0.0002986918370012697
val,14,4.682455358051119,3.326784304210118,-0.28952140494196693,0.0002986918370012697
train,15,4.596252833974773,3.3660821565266312,-0.26764643327601884,0.0002979560949281559
val,15,4.693191721325829,3.3012002195630754,-0.2965980476436866,0.0002979560949281559
train,16,4.654576005606816,3.392525037814831,-0.27114198291568165,0.00029705836633368854
val,16,4.677355073747181,3.290647063936506,-0.2964726833748241,0.00029705836633368854
train,17,4.625565687130237,3.375167628814434,-0.2703232734959963,0.0002959997449618755
val,17,4.709951366697039,3.3126226493290494,-0.29667582711111906,0.0002959997449618755
train,18,4.580859114383829,3.3277314449178763,-0.27355734768859197,0.0002947815205797902
val,18,4.695134344555083,3.274322430292765,-0.30261368685009493,0.0002947815205797902
train,19,4.621991443222966,3.340324956795265,-0.2772974598010032,0.00029340517740618913
val,19,4.663741634005592,3.2566746870676675,-0.3017034512971988,0.00029340517740618913
train,20,4.612204779838693,3.326141324536554,-0.27883919225007137,0.00029187239230321995
val,20,4.687610512688046,3.256017049153646,-0.30539940544537103,0.00029187239230321995
train,21,4.648466656947958,3.348857972128638,-0.2795779298269946,0.0002901850327334231
val,21,4.694328603290376,3.269803830555507,-0.3034565521758283,0.0002901850327334231
